Approved symbol	Alias symbol	Previous symbol
DSG1	CDHF4	DSG
DSG1-AS1		
DSG2	CDHF5	
DSG2-AS1		
DSG3	CDHF6	
DSG4	CDHF13	
DSG4	LAH	
DSN1	dJ469A13.2	C20orf172
DSN1	MIS13	C20orf172
DSN1	KNL3	C20orf172
DSN1	hKNL-3	C20orf172
DSP	KPPS2	
DSP	PPKS2	
DSP	DPI	
DSP	DPII	
DSPP	DMP3	DFNA39
DSPP	DMP3	DGI1
DST	BP240	BPAG1
DST	KIAA0728	BPAG1
DST	FLJ21489	BPAG1
DST	FLJ13425	BPAG1
DST	FLJ32235	BPAG1
DST	FLJ30627	BPAG1
DST	CATX-15	BPAG1
DST	BPA	BPAG1
DST	MACF2	BPAG1
DSTN	ADF	
DSTN	ACTDP	
DSTNP1		
DSTNP2		
DSTNP3		
DSTNP4		
DSTNP5		
DSTYK	KIAA0472	RIPK5
DSTYK	DustyPK	RIPK5
DSTYK	RIP5	RIPK5
DTD1	DUEB	C20orf88
DTD1	DUEB	HARS2
DTD1	MGC119131	C20orf88
DTD1	MGC119131	HARS2
DTD1	MGC41905	C20orf88
DTD1	MGC41905	HARS2
DTD1	bA379J5.3	C20orf88
DTD1	bA379J5.3	HARS2
DTD1	bA555E18.1	C20orf88
DTD1	bA555E18.1	HARS2
DTD1	pqn-68	C20orf88
DTD1	pqn-68	HARS2
DTD2	MGC9912	C14orf126
DTHD1	FLJ16686	
DTL	RAMP	
DTL	L2DTL	
DTL	DCAF2	
DTL	CDT2	
DTNA	D18S892E	
DTNA	DTN	
DTNA	DTN-1	
DTNA	DTN-2	
DTNA	DTN-3	
DTNA	DRP3	
DTNB		
DTNBP1	Dysbindin	
DTNBP1	My031	
DTNBP1	HPS7	
DTNBP1	DBND	
DTNBP1	BLOC1S8	
DTWD1	MDS009	
DTWD1	MGC111207	
DTWD2	FLJ33977	
DTX1	hDx-1	
DTX2	RNF58	
DTX2	KIAA1528	
DTX2P1		
DTX2P1-UPK3BP1-PMS2P11		
DTX3	FLJ34766	
DTX3	RNF154	
DTX3L	BBAP	
DTX4	KIAA0937	
DTX4	RNF155	
DTYMK	CDC8	
DTYMK	TYMK	
DTYMK	TMPK	
DUOX1	NOXEF1	
DUOX1	THOX1	
DUOX1	LNOX1	
DUOX2	P138-TOX	
DUOX2	P138(TOX)	
DUOX2	THOX2	
DUOX2	LNOX2	
DUOXA1	FLJ32334	
DUOXA1	NUMBIP	
DUOXA1	NIP	
DUOXA1	mol	
DUOXA2		
DUPD1	DUSP27	
DUS1L	PP3111	
DUS1L	DUS1	
DUS2	FLJ20399	DUS2L
DUS2	SMM1	DUS2L
DUS3L	DUS3	
DUS3L	FLJ13896	
DUS4L	PP35	
DUS4L	DUS4	
DUSP1	HVH1	PTPN10
DUSP1	CL100	PTPN10
DUSP1	MKP-1	PTPN10
DUSP2	PAC-1	
DUSP3		VHR
DUSP4	HVH2	
DUSP4	MKP-2	
DUSP4	TYP	
DUSP5	HVH3	
DUSP5P1	FLJ34941	DUSP5P
DUSP5P2		
DUSP6	MKP-3	
DUSP6	PYST1	
DUSP7	MKP-X	
DUSP7	PYST2	
DUSP8	HVH-5	C11orf81
DUSP8	HB5	C11orf81
DUSP8	FLJ42958	C11orf81
DUSP8P1		DUSP8P
DUSP8P2		
DUSP8P3	HVH4	DUSPP
DUSP8P4		
DUSP8P5		
DUSP9	MKP-4	
DUSP9	MKP4	
DUSP10	MKP-5	
DUSP10	MKP5	
DUSP11	PIR1	
DUSP12	YVH1	
DUSP12	DUSP1	
DUSP12P1		
DUSP13	BEDP	
DUSP13	TMDP	
DUSP13	FLJ32450	
DUSP13	DUSP13A	
DUSP13	DUSP13B	
DUSP14	MKP-L	
DUSP14	MKP6	
DUSP15	bA243J16.6	C20orf57
DUSP15	VHY	C20orf57
DUSP15	FLJ20645	C20orf57
DUSP15	bA243J16.5	C20orf57
DUSP16	MKP-7	
DUSP16	KIAA1700	
DUSP16	MKP7	
DUSP18	DUSP20	
DUSP19	SKRP1	
DUSP19	DUSP17	
DUSP21		
DUSP22	MKPX	
DUSP22	JSP1	
DUSP22	JKAP	
DUSP22	VHX	
DUSP23	FLJ20442	
DUSP23	DUSP25	
DUSP26	MGC1136	
DUSP26	DUSP24	
DUSP27		
DUSP28	VHP	
DUSP28	DUSP26	
DUT	dUTPase	
DUTP1		DUTL
DUTP2		
DUTP3		
DUTP4		
DUTP5		
DUTP6		
DUTP7		
DUTP8		
DUX1		
DUX3		
DUX4		
DUX4L2		
DUX4L3		
DUX4L4		
DUX4L5		
DUX4L6		
DUX4L7		
DUX4L8		DUX2
DUX4L9		
DUX4L10	DUX10	
DUX4L11		
DUX4L12		
DUX4L13		
DUX4L14		
DUX4L15		
DUX4L16	DUXY1	
DUX4L17	DUXY3	
DUX4L18	DUXY2	
DUX4L19	DUXY4	
DUX4L20		
DUX4L21		
DUX4L22		
DUX4L23		
DUX4L24		
DUX4L25		
DUX4L26		
DUX4L27		
DUX5		
DUXA		
DUXAP1		
DUXAP2		
DUXAP3		
DUXAP4		
DUXAP5		
DUXAP6		
DUXAP7		
DUXAP8		
DUXAP9		
DUXAP10		
DUXB		
DVL1		
DVL1P1	DVL-22	DVL1L1
DVL2		
DVL3	KIAA0208	
DXO		DOM3Z
DYDC1	bA36D19.5	
DYDC1	DPY30D1	
DYDC2	bA36D19.6	
DYDC2	MGC16186	
DYM	FLJ20071	
DYM	DMC	
DYM	SMC	
DYNAP	FLJ39106	C18orf26
DYNC1H1	Dnchc1	DNECL
DYNC1H1	Dnchc1	DNCL
DYNC1H1	Dnchc1	DNCH1
DYNC1H1	HL-3	DNECL
DYNC1H1	HL-3	DNCL
DYNC1H1	HL-3	DNCH1
DYNC1H1	p22	DNECL
DYNC1H1	p22	DNCL
DYNC1H1	p22	DNCH1
DYNC1H1	DHC1	DNECL
DYNC1H1	DHC1	DNCL
DYNC1H1	DHC1	DNCH1
DYNC1H1	CMT2O	DNECL
DYNC1H1	CMT2O	DNCL
DYNC1H1	CMT2O	DNCH1
DYNC1I1	DNCIC1	DNCI1
DYNC1I2	DIC74	DNCI2
DYNC1I2P1		
DYNC1LI1		DNCLI1
DYNC1LI2		DNCLI2
DYNC2H1	hdhc11	DNCH2
DYNC2H1	DHC2	DNCH2
DYNC2H1	DHC1b	DNCH2
DYNC2H1	DYH1B	DNCH2
DYNC2LI1	D2LIC	
DYNC2LI1	LIC3	
DYNC2LI1	CGI-60	
DYNC2LI1	DKFZP564A033	
DYNLL1	hdlc1	DNCL1
DYNLL1	DLC1	DNCL1
DYNLL1	PIN	DNCL1
DYNLL1	LC8	DNCL1
DYNLL1	DLC8	DNCL1
DYNLL1P1		DNCL1P1
DYNLL1P2		DNCL1P2
DYNLL1P3		
DYNLL1P4		
DYNLL1P5		
DYNLL1P6		
DYNLL1P7		
DYNLL2	MGC17810	
DYNLL2	Dlc2	
DYNLL2	DNCL1B	
DYNLL2	RSPH22	
DYNLRB1	DNLC2A	DNCL2A
DYNLRB1	ROBLD1	DNCL2A
DYNLRB2	DNLC2B	DNCL2B
DYNLRB2	ROBLD2	DNCL2B
DYNLT1		TCTEL1
DYNLT3	TCTEX1L	TCTE1L
DYNLT3P1	dJ531H16.2	TCTE1P
DYNLT3P2		
DYRK1A		DYRK1
DYRK1A		DYRK
DYRK1A		MNBH
DYRK1AIP1		
DYRK1AIP2		
DYRK1B	MIRK	
DYRK2		
DYRK3	RED	
DYRK3	REDK	
DYRK3	hYAK3-2	
DYRK4		
DYSF	FER1L1	LGMD2B
DYTN		
DYX1C1	EKN1	
DYX1C1	FLJ37882	
DYX1C1	CILD25	
DYX1C1	DNAAF4	
DYX1C1-CCPG1		
DZANK1	FLJ10600	C20orf84
DZANK1	FLJ10600	C20orf12
DZANK1	dJ568F9.2	C20orf84
DZANK1	dJ568F9.2	C20orf12
DZANK1	FLJ30892	C20orf84
DZANK1	FLJ30892	C20orf12
DZANK1	bA189K21.8	C20orf84
DZANK1	bA189K21.8	C20orf12
DZANK1	ANKRD64	C20orf84
DZANK1	ANKRD64	C20orf12
DZIP1	KIAA0996	
DZIP1	DZIP	
DZIP1L	FLJ32844	
DZIP1L	DZIP2	
DZIP3	hRUL138	
DZIP3	PPP1R66	
E2F1	RBP3	RBBP3
E2F2	E2F-2	
E2F3		
E2F3-IT1		
E2F3P1		
E2F3P2		
E2F4	E2F-4	
E2F4P1		
E2F5		
E2F6	E2F-6	
E2F6P1		
E2F6P2		
E2F6P3		
E2F6P4		
E2F7		
E2F8	FLJ23311	
E4F1	E4F	
EAF1		
EAF1-AS1		
EAF2	BM040	
EAF2	TRAITS	
EAF2	U19	
EAPP	BM036	C14orf11
EAPP	FLJ20578	C14orf11
EARS2	KIAA1970	
EARS2	MSE1	
EBAG9	EB9	
EBAG9	RCAS1	
EBAG9P1		
EBF1	OLF1	EBF
EBF2	FLJ11500	
EBF2	COE2	
EBF3	COE3	
EBF3	DKFZp667B0210	
EBF4	KIAA1442	
EBF4	COE4	
EBF4	RP5-860F19.3	
EBF4	O/E-4	
EBI3		
EBLN1		
EBLN2		
EBLN3		
EBNA1BP2	NOBP	
EBNA1BP2	EBP2	
EBNA1BP2	P40	
EBP	CPX	CDPX2
EBP	CPXD	CDPX2
EBP	CHO2	CDPX2
EBPL	EBRP	
EBVM1		
EBVS1		
ECD	hSGT1	
ECD	GCR2	
ECE1		ECE
ECE2	KIAA0604	
ECE2	MGC2408	
ECEL1	XCE	
ECEL1	DINE	
ECEL1P1		
ECEL1P2	ECEL2	
ECEL1P3		
ECH1	HPXEL	
ECHDC1	dJ351K20.2	
ECHDC2	FLJ10948	
ECHDC3	FLJ20909	
ECHS1	SCEH	
ECI1		DCI
ECI2	ACBD2	PECI
ECI2	DRS1	PECI
ECI2	HCA88	PECI
ECM1		
ECM1P1		
ECM1P2		
ECM2		
ECSCR	ECSM2	
ECSCR	ARIA	
ECSIT	SITPEC	
ECT2	ARHGEF31	
ECT2L	ARHGEF32	C6orf91
ECT2L	FBXO49	C6orf91
ECT2L	LFDH	C6orf91
EDA	EDA1	ED1
EDA	EDA1	EDA2
EDA	EDA1	ODT1
EDA	XLHED	ED1
EDA	XLHED	EDA2
EDA	XLHED	ODT1
EDA	HED	ED1
EDA	HED	EDA2
EDA	HED	ODT1
EDA	XHED	ED1
EDA	XHED	EDA2
EDA	XHED	ODT1
EDA	ED1-A1	ED1
EDA	ED1-A1	EDA2
EDA	ED1-A1	ODT1
EDA	ED1-A2	ED1
EDA	ED1-A2	EDA2
EDA	ED1-A2	ODT1
EDA	EDA-A1	ED1
EDA	EDA-A1	EDA2
EDA	EDA-A1	ODT1
EDA	EDA-A2	ED1
EDA	EDA-A2	EDA2
EDA	EDA-A2	ODT1
EDA2R	XEDAR	
EDA2R	EDA-A2R	
EDA2R	EDAA2R	
EDA2R	TNFRSF27	
EDAR	ED5	ED3
EDAR	ED5	DL
EDAR	EDA3	ED3
EDAR	EDA3	DL
EDAR	Edar	ED3
EDAR	Edar	DL
EDAR	ED1R	ED3
EDAR	ED1R	DL
EDAR	EDA1R	ED3
EDAR	EDA1R	DL
EDARADD		
EDC3	FLJ21128	YJDC
EDC3	hYjeF_N2-15q23	YJDC
EDC3	YJEFN2	YJDC
EDC3	LSM16	YJDC
EDC4	RCD-8	
EDC4	Ge-1	
EDC4	HEDLS	
EDDM3A	HE3-ALPHA	FAM12A
EDDM3B	HE3-BETA	FAM12B
EDDM3CP	HE3-GAMMA	FAM12CP
EDDM3DP		
EDEM1	KIAA0212	
EDEM1	EDEM	
EDEM2	FLJ10783	C20orf49
EDEM2	FLJ10783	C20orf31
EDEM2	bA4204.1	C20orf49
EDEM2	bA4204.1	C20orf31
EDEM3		C1orf22
EDF1	EDF-1	
EDF1	CFAP280	
EDIL3	DEL1	
EDN1	ET1	
EDN2	ET2	
EDN3	ET3	
EDNRA		
EDNRB	ETB	HSCR2
EDNRB	ETB	HSCR
EDNRB-AS1		
EDRF1	DKFZp586F1019	C10orf137
EDRF1	FLJ21617	C10orf137
EDRF1-AS1		
EEA1	ZFYVE2	
EED	WAIT-1	
EED	HEED	
EEF1A1	EE1A1	EF1A
EEF1A1	EE1A1	EEF1A
EEF1A1	EE1A1	LENG7
EEF1A1P1		EEF1A1P
EEF1A1P2		
EEF1A1P3		EEF1AL
EEF1A1P3		EEF1AL1
EEF1A1P4		EEF1AL2
EEF1A1P5		EEF1AL3
EEF1A1P6		EEF1AL4
EEF1A1P7		EEF1AL5
EEF1A1P8		EEF1AL6
EEF1A1P9		EEF1AL7
EEF1A1P10		EEF1AL8
EEF1A1P11		EEF1AL9
EEF1A1P12		EEF1AL10
EEF1A1P13		EEF1AL11
EEF1A1P14		EEF1AL12
EEF1A1P15		EEF1AL13
EEF1A1P16		
EEF1A1P17		
EEF1A1P18		
EEF1A1P19		
EEF1A1P20		
EEF1A1P21		
EEF1A1P22		
EEF1A1P23		
EEF1A1P24		
EEF1A1P25		
EEF1A1P26		
EEF1A1P27		
EEF1A1P28		
EEF1A1P29		
EEF1A1P30		
EEF1A1P31		
EEF1A1P32		
EEF1A1P33		
EEF1A1P34		
EEF1A1P35		
EEF1A1P36		
EEF1A1P37		
EEF1A1P38		
EEF1A1P39		
EEF1A1P40		
EEF1A1P41		
EEF1A1P42		
EEF1A1P43		EEF1A3
EEF1A2	EEF1AL	STNL
EEF1A2	EEF1AL	STN
EEF1A2	HS1	STNL
EEF1A2	HS1	STN
EEF1B2		
EEF1B2P1		EEF1B1
EEF1B2P2	BETA-3	EEF1B
EEF1B2P2	BETA-3	EEF1B3
EEF1B2P2	EEF-1BETA5A	EEF1B
EEF1B2P2	EEF-1BETA5A	EEF1B3
EEF1B2P2	EEF-1	EEF1B
EEF1B2P2	EEF-1	EEF1B3
EEF1B2P3		EEF1B4
EEF1B2P4		
EEF1B2P5		
EEF1B2P6		
EEF1B2P7		
EEF1B2P8		
EEF1D	EF-1D	
EEF1D	FLJ20897	
EEF1DP1		
EEF1DP2		
EEF1DP3		
EEF1DP4	FLJ26697	
EEF1DP5		
EEF1DP6		
EEF1DP7		
EEF1DP8		
EEF1E1	AIMP3	P18
EEF1E1-BLOC1S5		
EEF1E1P1		
EEF1G	EF1G	
EEF1GP1		
EEF1GP2		
EEF1GP3		
EEF1GP4		
EEF1GP5		
EEF1GP6		
EEF1GP7		
EEF1GP8		
EEF2	EEF-2	EF2
EEF2K	eEF-2K	
EEF2KMT	SB153	FAM86A
EEF2KMT	MGC19636	FAM86A
EEFSEC	SELB	
EEFSEC	EFSEC	
EEPD1	KIAA1706	
EFCAB1	FLJ11767	
EFCAB2	MGC12458	
EFCAB2	DRC8	
EFCAB2	CFAP200	
EFCAB3	FLJ25818	
EFCAB5	FLJ46247	
EFCAB6	FLJ23588	
EFCAB6	DJBP	
EFCAB6	HSCBCIP1	
EFCAB6	KIAA1672	
EFCAB6	dJ185D5.1	
EFCAB6-AS1	CITF22-123F2.1	
EFCAB7	KIAA1799	
EFCAB7	RP4-534K7.1	
EFCAB8		
EFCAB9		
EFCAB10		
EFCAB11		C14orf143
EFCAB12		C3orf25
EFCAB13	FLJ40342	C17orf57
EFCAB14		KIAA0494
EFCAB14-AS1		KIAA0494-AS1
EFCAB14P1		
EFCC1	FLJ12057	C3orf73
EFCC1	FLJ12057	CCDC48
EFEMP1	S1-5	DHRD
EFEMP1	S1-5	FBNL
EFEMP1	FBLN3	DHRD
EFEMP1	FBLN3	FBNL
EFEMP1	MTLV	DHRD
EFEMP1	MTLV	FBNL
EFEMP2	FBLN4	
EFEMP2	UPH1	
EFHB	FLJ25200	
EFHB	CFAP21	
EFHC1	FLJ10466	EJM1
EFHC1	FLJ10466	EJM
EFHC2	FLJ22843	MRX74
EFHD1	FLJ13612	
EFHD2	MGC4342	
EFNA1	LERK1	TNFAIP4
EFNA1	LERK1	EPLG1
EFNA1	ECKLG	TNFAIP4
EFNA1	ECKLG	EPLG1
EFNA2	ELF-1	EPLG6
EFNA2	LERK6	EPLG6
EFNA3	LERK3	EPLG3
EFNA3	Ehk1-L	EPLG3
EFNA4	LERK4	EPLG4
EFNA5	AF1	EPLG7
EFNA5	LERK7	EPLG7
EFNB1	LERK2	EPLG2
EFNB1	LERK2	CFNS
EFNB1	Elk-L	EPLG2
EFNB1	Elk-L	CFNS
EFNB2	LERK5	EPLG5
EFNB2	Htk-L	EPLG5
EFNB2	HTKL	EPLG5
EFNB2	MGC126226	EPLG5
EFNB2	MGC126227	EPLG5
EFNB2	MGC126228	EPLG5
EFNB3	LERK-8	EPLG8
EFR3A	KIAA0143	
EFR3B	FLJ37871	KIAA0953
EFS	EFS2	
EFS	EFS1	
EFS	HEFS	
EFS	SIN	
EFS	CASS3	
EFTUD1P1	HsT19321	FAM42B
EFTUD1P2		
EFTUD2	U5-116KD	
EFTUD2	Snrp116	
EFTUD2	Snu114	
EFTUD2	SNRNP116	
EGF		
EGFEM1P		C3orf50
EGFEM1P		NCRNA00259
EGFL6		MAEG
EGFL7	ZNEU1	
EGFL8	NG3	C6orf8
EGFLAM	FLJ39155	
EGFLAM	AGRINL	
EGFLAM	AGRNL	
EGFLAM	PIKA	
EGFLAM-AS1		
EGFLAM-AS2		
EGFLAM-AS3		
EGFLAM-AS4		
EGFR	ERBB1	ERBB
EGFR-AS1		
EGLN1	SM-20	C1orf12
EGLN1	PHD2	C1orf12
EGLN1	ZMYND6	C1orf12
EGLN1	HIFPH2	C1orf12
EGLN1P1		
EGLN2	PHD1	
EGLN2	HIFPH1	
EGLN3	PHD3	
EGLN3	HIFPH3	
EGLN3-AS1		
EGLN3P1		
EGOT	EGO	
EGOT	NCRNA00190	
EGR1	TIS8	
EGR1	G0S30	
EGR1	NGFI-A	
EGR1	KROX-24	
EGR1	ZIF-268	
EGR1	AT225	
EGR1	ZNF225	
EGR2		KROX20
EGR3	PILOT	
EGR4	NGFI-C	
EGR4	PAT133	
EHBP1	KIAA0903	
EHBP1	NACSIN	
EHBP1L1	DKFZp762C186	
EHBP1L1	TANGERIN	
EHD1	H-PAST	PAST1
EHD1	HPAST1	PAST1
EHD1	FLJ42622	PAST1
EHD1	FLJ44618	PAST1
EHD2		PAST2
EHD3		PAST3
EHD4		PAST4
EHD4-AS1		
EHF	ESE3	
EHF	ESEJ	
EHHADH		ECHD
EHHADH-AS1		
EHMT1	Eu-HMTase1	
EHMT1	FLJ12879	
EHMT1	KIAA1876	
EHMT1	bA188C12.1	
EHMT1	KMT1D	
EHMT1-IT1	FLJ40292	
EHMT2	G9A	C6orf30
EHMT2	G9A	BAT8
EHMT2	Em:AF134726.3	C6orf30
EHMT2	Em:AF134726.3	BAT8
EHMT2	NG36/G9a	C6orf30
EHMT2	NG36/G9a	BAT8
EHMT2	KMT1C	C6orf30
EHMT2	KMT1C	BAT8
EHMT2-AS1		
EI24	PIG8	
EI24	TP53I8	
EI24	EPG4	
EI24P1		
EI24P2		
EI24P3		
EI24P4		
EI24P5		
EID1	EID-1	C15orf3
EID1	EID-1	CRI1
EID2	EID-2	CRI2
EID2	MGC20452	CRI2
EID2B	EID-3	
EID2B	FLJ38944	
EID3	FLJ25832	
EID3	NSMCE4B	
EID3	NSE4B	
EIF1	EIF-1	
EIF1	ISO1	
EIF1	A121	
EIF1	SUI1	
EIF1	EIF1A	
EIF1AD	MGC11102	
EIF1AD	haponin	
EIF1AX	eIF-1A	EIF4C
EIF1AX	eIF-1A	EIF1A
EIF1AX	eIF-4C	EIF4C
EIF1AX	eIF-4C	EIF1A
EIF1AX-AS1		
EIF1AXP1		EIF1AP1
EIF1AXP2		
EIF1AY		
EIF1B	GC20	
EIF1B-AS1	FLJ33065	
EIF1P1		
EIF1P2		
EIF1P3		
EIF1P4		
EIF1P5		
EIF1P6		
EIF1P7		
EIF2A	EIF-2A	
EIF2AK1	HRI	
EIF2AK1	KIAA1369	
EIF2AK2	PKR	PRKR
EIF2AK2	EIF2AK1	PRKR
EIF2AK2	PPP1R83	PRKR
EIF2AK3	PEK	
EIF2AK3	PERK	
EIF2AK4	GCN2	
EIF2AK4	KIAA1338	
EIF2AP1		
EIF2AP2		
EIF2AP3		
EIF2AP4		
EIF2B1	EIF-2Balpha	EIF2B
EIF2B1	EIF-2B	EIF2B
EIF2B1	EIF2BA	EIF2B
EIF2B2	EIF2B	
EIF2B2	EIF-2Bbeta	
EIF2B3	EIF2Bgamma	
EIF2B3	EIF-2B	
EIF2B4	EIF2Bdelta	
EIF2B4	EIF-2B	
EIF2B4	DKFZP586J0119	
EIF2B4	EIF2B	
EIF2B5	EIF2Bepsilon	
EIF2B5	EIF-2B	
EIF2B5-AS1		
EIF2B5-IT1		
EIF2D	LGTN	
EIF2S1	EIF-2alpha	EIF2
EIF2S1	EIF2A	EIF2
EIF2S2	EIF2beta	EIF2
EIF2S2	PPP1R67	EIF2
EIF2S2P1		EIF2S2P
EIF2S2P2	bcm2636	
EIF2S2P3		
EIF2S2P4		
EIF2S2P5		
EIF2S2P6		
EIF2S2P7		
EIF2S3	EIF2gamma	EIF2G
EIF2S3	EIF2	EIF2G
EIF3A	eIF3-theta	EIF3
EIF3A	eIF3-theta	EIF3S10
EIF3A	eIF3-p170	EIF3
EIF3A	eIF3-p170	EIF3S10
EIF3A	KIAA0139	EIF3
EIF3A	KIAA0139	EIF3S10
EIF3A	eIF3a	EIF3
EIF3A	eIF3a	EIF3S10
EIF3A	TIF32	EIF3
EIF3A	TIF32	EIF3S10
EIF3B	PRT1	EIF3S9
EIF3B	eIF3b	EIF3S9
EIF3C	eIF3-p110	EIF3S8
EIF3C	eIF3c	EIF3S8
EIF3CL		
EIF3D	eIF3-p66	EIF3S7
EIF3D	eIF3-zeta	EIF3S7
EIF3D	eIF3d	EIF3S7
EIF3E	eIF3-p48	INT6
EIF3E	eIF3-p48	EIF3S6
EIF3E	eIF3e	INT6
EIF3E	eIF3e	EIF3S6
EIF3EP1		INT6P1
EIF3EP1		EIF3S6P1
EIF3EP1		EIF3EP
EIF3EP2		
EIF3EP3		
EIF3EP4		
EIF3F	eIF3-epsilon	EIF3S5
EIF3F	eIF3-p47	EIF3S5
EIF3F	eIF3f	EIF3S5
EIF3FP1		EIF3S5P
EIF3FP1		EIF3FP
EIF3FP2	IFP38	
EIF3FP3		
EIF3G	eIF3-delta	EIF3S4
EIF3G	eIF3-p44	EIF3S4
EIF3G	eIF3g	EIF3S4
EIF3H	eIF3-gamma	EIF3S3
EIF3H	eIF3-p40	EIF3S3
EIF3H	eIF3h	EIF3S3
EIF3I	TRIP-1	EIF3S2
EIF3I	eIF3-beta	EIF3S2
EIF3I	eIF3-p36	EIF3S2
EIF3I	eIF3i	EIF3S2
EIF3IP1	RG208K23	
EIF3J	eIF3-p35	EIF3S1
EIF3J	eIF3-alpha	EIF3S1
EIF3J	eIF3j	EIF3S1
EIF3J-AS1		
EIF3K	eIF3k	EIF3S12
EIF3K	PRO1474	EIF3S12
EIF3K	HSPC029	EIF3S12
EIF3K	PTD001	EIF3S12
EIF3K	PLAC-24	EIF3S12
EIF3K	M9	EIF3S12
EIF3K	ARG134	EIF3S12
EIF3KP1		
EIF3KP2		
EIF3KP3		
EIF3L	HSPC021	EIF3S6IP
EIF3L	HSPC021	EIF3EIP
EIF3L	HSPC025	EIF3S6IP
EIF3L	HSPC025	EIF3EIP
EIF3L	EIF3S11	EIF3S6IP
EIF3L	EIF3S11	EIF3EIP
EIF3LP1		EIF3S6IPP
EIF3LP1		EIF3EIPP1
EIF3LP2		EIF3S6IPP2
EIF3LP2		EIF3EIPP2
EIF3LP3		
EIF3M	hfl-B5	PCID1
EIF3M	FLJ29030	PCID1
EIF3M	GA17	PCID1
EIF3M	eIF3m	PCID1
EIF3M	TANGO7	PCID1
EIF4A1	DDX2A	EIF4A
EIF4A1	EIF-4A	EIF4A
EIF4A1P1		EIF4A1P
EIF4A1P2		
EIF4A1P3		
EIF4A1P4		
EIF4A1P5		
EIF4A1P6		
EIF4A1P7		
EIF4A1P8		
EIF4A1P9		
EIF4A1P10		
EIF4A1P11		
EIF4A1P12		
EIF4A1P13		
EIF4A2	DDX2B	EIF4F
EIF4A2	EIF4A	EIF4F
EIF4A2	BM-010	EIF4F
EIF4A2P1		
EIF4A2P2		
EIF4A2P3		
EIF4A2P4		
EIF4A2P5		
EIF4A3	KIAA0111	DDX48
EIF4A3	EIF4AIII	DDX48
EIF4A3P1		
EIF4B		
EIF4BP1		EIF4BP
EIF4BP2		
EIF4BP3		
EIF4BP4		
EIF4BP5		
EIF4BP6		
EIF4BP7		
EIF4BP8		
EIF4BP9		
EIF4E	EIF4E1	EIF4EL1
EIF4E	EIF4E1	EIF4F
EIF4E1B	FLJ36951	
EIF4E2	IF4e	EIF4EL3
EIF4E2	4EHP	EIF4EL3
EIF4E2P1	dJ1049G11.3	EIF4EL4
EIF4E2P2		
EIF4E3	MGC39820	
EIF4EBP1	PHAS-I	
EIF4EBP1	4E-BP1	
EIF4EBP1P1		EIF4EBP1P
EIF4EBP1P2		
EIF4EBP2		
EIF4EBP2P1	dJ862K6.3	EIF4EBP2P
EIF4EBP2P2		
EIF4EBP2P3		
EIF4EBP3	4E-BP3	
EIF4ENIF1	4E-T	
EIF4ENIF1	FLJ21601	
EIF4ENIF1	Clast4	
EIF4ENIF1	2610509L04Rik	
EIF4EP1	dJ1022P6.3	EIF4EL2
EIF4EP2		
EIF4EP3		
EIF4EP4		
EIF4EP5		
EIF4G1	p220	EIF4G
EIF4G1	p220	EIF4F
EIF4G1	PARK18	EIF4G
EIF4G1	PARK18	EIF4F
EIF4G2	DAP5	
EIF4G2	NAT1	
EIF4G2	p97	
EIF4G3	eIF4GII	
EIF4H	WSCR1	WBSCR1
EIF4H	KIAA0038	WBSCR1
EIF4HP1		
EIF4HP2		
EIF5		
EIF5A	EIF5A1	
EIF5A	EIF-5A	
EIF5A	MGC99547	
EIF5A	MGC104255	
EIF5A2		
EIF5A2P1		
EIF5AL1	bA342M3.3	EIF5AP1
EIF5AP2		
EIF5AP3		
EIF5AP4		EIF5AL3
EIF5B	IF2	
EIF5B	KIAA0741	
EIF5B	DKFZp434I036	
EIF5B	FLJ10524	
EIF5P1		
EIF5P2		
EIF6	p27BBP	EIF3A
EIF6	p27BBP	ITGB4BP
EIF6	b(2)gcn	EIF3A
EIF6	b(2)gcn	ITGB4BP
ELAC1	D29	
ELAC2	FLJ10530	
ELAC2	HPC2	
ELANE	NE	ELA2
ELANE	HNE	ELA2
ELANE	HLE	ELA2
ELAVL1	HuR	HUR
ELAVL1	Hua	HUR
ELAVL1	MelG	HUR
ELAVL2	HuB	
ELAVL2	HEL-N1	
ELAVL3	HUC	
ELAVL3	PLE21	
ELAVL3	DKFZp547J036	
ELAVL3	HUCL	
ELAVL3	MGC20653	
ELAVL4	PNEM	HUD
ELDR	Fabl	LINC01156
ELF1		
ELF2	EU32	
ELF2	NERF	
ELF2	NERF-2	
ELF2	NERF-1A	
ELF2	NERF-1B	
ELF2P1		
ELF2P2		
ELF2P3		
ELF2P4		
ELF3	EPR-1	ESX
ELF3	ESE-1	ESX
ELF3	ERT	ESX
ELF4	MEF	
ELF4	ELFR	
ELF5		
ELFN1		PPP1R28
ELFN1-AS1		
ELFN2	dJ63G5.3	LRRC62
ELFN2	dJ63G5.3	PPP1R29
ELFN2	KIAA1904	LRRC62
ELFN2	KIAA1904	PPP1R29
ELK1		
ELK1P1		
ELK2AP	ELK2.1	ELK2
ELK2AP	ELK2.1	ELK2P1
ELK2BP	ELK2.2	ELK2P2
ELK3	ERP	
ELK3	NET	
ELK3	SAP2	
ELK4	SAP1	
ELL	Men	C19orf17
ELL	ELL1	C19orf17
ELL	PPP1R68	C19orf17
ELL2		
ELL2P1		
ELL2P2		
ELL2P3		
ELL2P4		
